text,cedis_code,cedis_complaint,domain,source,rule_applied
Meningitis,999,Unknown,General and Minor,silver,
sz-like activity/fever,405,Seizure,Neurologic,silver,
ABD,251,Abdominal pain,Gastrointestinal,silver,
<PERSON> pain,555,Lower extremity pain,Orthopedic,silver,
"Hip pain, trauma",557,Lower extremity injury,Orthopedic,silver,
Covidity,851,Exposure to communicable disease,General and Minor,silver,
Abnormal EKG,863,Abnormal lab values,General and Minor,silver,
weakness,7,General weakness,Cardiovascular,silver,
food impactio,106,Difficulty swallowing/dysphagia,ENT - Mouth/Throat/Neck,silver,
"psychosis, SI",353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
ruptured penis,310,Genital trauma,Genitourinary,silver,
ha FEVER vomiting,852,Fever,General and Minor,silver,
seizures status,405,Seizure,Neurologic,silver,
head trauma and LOC,407,Head injury,Neurologic,silver,
"Hanging, respiratory arrest",652,Respiratory arrest,Respiratory,rule,RESPIRATORY_ARREST
intestinal obstructiojn,263,Abdominal mass/distention,Gastrointestinal,silver,
COVID,653,Cough/congestion,Respiratory,rule,COVID
Left eye trauma,510,Eye trauma,Ophthalmology,silver,
Eye Injury,510,Eye trauma,Ophthalmology,silver,
"SIUP <DATE_TIME>, Active herpes lesion",999,Unknown,General and Minor,rule,SIUP_HERPES_UNKNOWN
choak on foreign body,656,Respiratory foreign body,Respiratory,silver,
odontogenic facial cellulitis,107,Facial pain (non-traumatic/non-dental),ENT - Mouth/Throat/Neck,silver,
Disolocated shoulder,556,Upper extremity injury,Orthopedic,silver,
Fever New born,869,Newly Born,General and Minor,silver,
Cardiopulmonary arrest,1,Cardiac arrest (non-traumatic),Cardiovascular,silver,
Intentional OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
sick child,866,Minor complaints NOS,General and Minor,silver,
hypoglycemia,854,Hypoglycemia,General and Minor,silver,
resp. distress,651,Shortness of breath,Respiratory,silver,
hepatic,999,Unknown,General and Minor,silver,
Head trauma and vomiting x3,407,Head injury,Neurologic,silver,
ABD Pain Distention,263,Abdominal mass/distention,Gastrointestinal,silver,
dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
bronchiolitis,154,URTI complaints,ENT - Nose,silver,
second degree burn,705,Burn,Skin,silver,
pregnancy amd severe preempsia,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
cough covid +,653,Cough/congestion,Respiratory,rule,COVID
sepsis pna respiratory,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Hypoxia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
head injury,407,Head injury,Neurologic,silver,
sz +,405,Seizure,Neurologic,silver,
chest Pain,3,Chest pain—cardiac features,Cardiovascular,silver,
L facial swelling,709,Localized swelling/redness,Skin,silver,
"Fever,",852,Fever,General and Minor,silver,
"fever, resp distress",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
febrile seizure w COVID,653,Cough/congestion,Respiratory,rule,COVID
recurrent seizeure,405,Seizure,Neurologic,silver,
leg swelling,10,Bilateral leg swelling/edema,Cardiovascular,silver,
facial swelling,709,Localized swelling/redness,Skin,silver,
ATV accident,802,Major trauma—blunt,Trauma,silver,
septic joint,558,Joint(s) swelling,Orthopedic,silver,
osteomyelitis,866,Minor complaints NOS,General and Minor,silver,
respiratory distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Resp. distress,651,Shortness of breath,Respiratory,silver,
DOE/SOB + FEVER,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
hematemesis,259,Vomiting blood,Gastrointestinal,silver,
Resp distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"pneumonia, rsp distress",651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
NON STEMI,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
Vaginal bleeding,455,Vaginal bleed,OB/GYN,silver,
Epideral Hematoma,407,Head injury,Neurologic,silver,
Resp distress/O2 dependent,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
SOB,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
cough / fever,154,URTI complaints,ENT - Nose,silver,
APA overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
neonatal fever,852,Fever,General and Minor,silver,
Intussuception,866,Minor complaints NOS,General and Minor,silver,
"Fever, resp diff",651,Shortness of breath,Respiratory,silver,
"llq pain, possible ectopic pregnancy",457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Fever infant,852,Fever,General and Minor,silver,
febrile neonate,852,Fever,General and Minor,silver,
HSV gingivostomatitis,866,Minor complaints NOS,General and Minor,silver,
Ingested foreign body,265,Oral/esophageal foreign body,Gastrointestinal,silver,
Fever,852,Fever,General and Minor,silver,
Pyloric stenosis,866,Minor complaints NOS,General and Minor,silver,
Febrile infant,852,Fever,General and Minor,silver,
"Hypoglycemia, failure to thrive",854,Hypoglycemia,General and Minor,silver,
"Persistent vomiting, failure to thrive, possible small bowel obstruction",257,Nausea and/or vomiting,Gastrointestinal,silver,
"Decreased intake, decreased weight, wheezing",659,Wheezing—no other complaints,Respiratory,silver,
Bilar otorrhea,55,"Discharge, ear",ENT - Ears,silver,
MIS-C suspected,999,Unknown,General and Minor,silver,
SI/ Lisinopril Overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
SI/HI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
suicidal,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"Methamphetamine abuse, severe depression with SI",351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
Psychosis and SI,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
suicidal ideation,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
"Fever, 8wk old",852,Fever,General and Minor,silver,
AMS,401,Altered level of consciousness,Neurologic,silver,
AMS N/V,401,Altered level of consciousness,Neurologic,silver,
R shoulder dislocation,556,Upper extremity injury,Orthopedic,silver,
"Hypotension, CA, abd pain",999,Unknown,General and Minor,silver,
preterm contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"Fever, bloody diarrhea",852,Fever,General and Minor,silver,
"Faltering growth, abdominal pain and distention, hyperbilirubinemia",263,Abdominal mass/distention,Gastrointestinal,silver,
preeclampsia,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
resp distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
Blurred vision L eye pain,505,Eye pain,Ophthalmology,silver,
SI,351,Depression/suicidal/deliberate self-harm,Mental Health,silver,
<PERSON> pain,999,Unknown,General and Minor,silver,
"Thigh pain, c/f compartment syndrome",555,Lower extremity pain,Orthopedic,silver,
ABD Pain,251,Abdominal pain,Gastrointestinal,silver,
<PERSON> pain c/f appendicitis,251,Abdominal pain,Gastrointestinal,silver,
"open fracture, left foot",802,Major trauma—blunt,Trauma,silver,
Fever in <DATE_TIME> old,852,Fever,General and Minor,silver,
difficulty breathing,651,Shortness of breath,Respiratory,silver,
<PERSON> delivery,869,Newly Born,General and Minor,silver,
Pertussis,154,URTI complaints,ENT - Nose,silver,
Respiratory distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
"Infant fever, apnea",660,Apneic spells in infants,Respiratory,silver,
traumatic finger amputation,553,Amputation,Orthopedic,silver,
Upper GI Bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
"G5P3 @ 40.4 woth PROM, no labor",458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
hernia,256,Groin pain/mass,Gastrointestinal,silver,
fever,852,Fever,General and Minor,silver,
"hypoxia, SOB, + COVID",653,Cough/congestion,Respiratory,rule,COVID
new onset seizure,405,Seizure,Neurologic,silver,
Hypothermia,205,Hypothermia,Environmental,rule,HYPOTHERMIA
Tylenal/Gabapentin OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
SROM,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
premature,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
U,999,Unknown,General and Minor,silver,
Pregnant @ <DATE_TIME> with ROM,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
"fatigue, anemia",864,Pallor/anemia,General and Minor,silver,
bronchitis,154,URTI complaints,ENT - Nose,silver,
congenital syphilis,868,Congenital problem in children,General and Minor,silver,
Pregnant bleeding,455,Vaginal bleed,OB/GYN,silver,
oD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
<DATE_TIME> pregnant - contraction,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
pregnant contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
"G4P3 @ 30 <DATE_TIME>, abd pain",458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
atv accident,802,Major trauma—blunt,Trauma,silver,
Nausea / vomiting / Si,257,Nausea and/or vomiting,Gastrointestinal,silver,
pregnant and bleeding,455,Vaginal bleed,OB/GYN,silver,
Sepsis,999,Unknown,General and Minor,silver,
Preterm contractions,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
ABD pain,251,Abdominal pain,Gastrointestinal,silver,
SOB bounding pulse,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
acute pancreatitis with concern for choledocholithiasis,251,Abdominal pain,Gastrointestinal,silver,
"Fall, back pain",552,Traumatic back/spine injury,Orthopedic,silver,
"Confusion, Peaked T waves",402,Confusion,Neurologic,silver,
chest pain,3,Chest pain—cardiac features,Cardiovascular,silver,
intractable ABD,251,Abdominal pain,Gastrointestinal,silver,
suicidal gestures,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
psychosis,353,Hallucinations/delusions,Mental Health,rule,PSYCHOSIS
seizure,405,Seizure,Neurologic,silver,
Suicidality,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
Pre-term labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
<DATE_TIME> premarture labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Trauma- multisystem,802,Major trauma—blunt,Trauma,silver,
broken leg,557,Lower extremity injury,Orthopedic,silver,
leg foot pain,555,Lower extremity pain,Orthopedic,silver,
COVID +,653,Cough/congestion,Respiratory,rule,COVID
frostbite,205,Hypothermia,Environmental,rule,HYPOTHERMIA
sepsis,999,Unknown,General and Minor,silver,
Assault Head injury,407,Head injury,Neurologic,silver,
SI/ attempt w/ 13 stab of oxy,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
"Overdose, alcohol intoxication",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
tylenol potential overdose,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
head/neck trauma,552,Traumatic back/spine injury,Orthopedic,silver,
possible PNA,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
seizures hypersomnolence,405,Seizure,Neurologic,silver,
Seizure,405,Seizure,Neurologic,silver,
respiratory distress/ COVID PNA,651,Shortness of breath,Respiratory,rule,COVID_PNEUMONIA
Pre-eclampsia,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
cholecystitis,251,Abdominal pain,Gastrointestinal,silver,
Motor vehicle collision,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
rash peeling skin,708,Rash,Skin,silver,
"weakness, fever, neck pain",104,Neck swelling/pain,ENT - Mouth/Throat/Neck,silver,
Suicide attempt,351,Depression/suicidal/deliberate self-harm,Mental Health,rule,SUICIDAL
CP,3,Chest pain—cardiac features,Cardiovascular,silver,
Resp Distress,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
<PERSON>,999,Unknown,General and Minor,silver,
excerbation,866,Minor complaints NOS,General and Minor,silver,
multisystem trauma,802,Major trauma—blunt,Trauma,silver,
B blocker,751,Substance misuse/intoxication,Substance Misuse,silver,
GSW Foot,801,Major trauma—penetrating,Trauma,rule,MAJOR_TRAUMA_PENETRATING
renal failure,863,Abnormal lab values,General and Minor,silver,
hypoxia,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
preeclampsia in pregnancy,455,Vaginal bleed,OB/GYN,rule,PPH_OBSTETRIC_BLEED
seizures,405,Seizure,Neurologic,silver,
Bleeding ABP Pain,455,Vaginal bleed,OB/GYN,silver,
preterm labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
GI bleed,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Chest pain,3,Chest pain—cardiac features,Cardiovascular,silver,
Non (ACS),3,Chest pain—cardiac features,Cardiovascular,rule,ACS
SOB/Vent tachy,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
AFB RVR,5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
PNA w sepsis,651,Shortness of breath,Respiratory,rule,RESPIRATORY_DISTRESS
LOC,401,Altered level of consciousness,Neurologic,silver,
Acute appendicitis,251,Abdominal pain,Gastrointestinal,silver,
ATV accident Pelvic Injur/Alcohol,802,Major trauma—blunt,Trauma,silver,
Head Trauma,407,Head injury,Neurologic,silver,
open frx,553,Amputation,Orthopedic,silver,
burns to forearms,705,Burn,Skin,silver,
Tachycardia,5,Palpitations/irregular heart beat,Cardiovascular,silver,
Pain,866,Minor complaints NOS,General and Minor,silver,
Abdominal pain,251,Abdominal pain,Gastrointestinal,silver,
urosepsis w/ obstructing stone,307,UTI complaints,Genitourinary,silver,
Accident MVA,802,Major trauma—blunt,Trauma,rule,MAJOR_TRAUMA_BLUNT
septic shock,999,Unknown,General and Minor,silver,
Stage 4 Ulcer,711,Other skin conditions,Skin,silver,
ulcer,711,Other skin conditions,Skin,silver,
3rd degree HB,999,Unknown,General and Minor,silver,
RUQ abd pain,251,Abdominal pain,Gastrointestinal,silver,
intentional OD,752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
Low magnesium,863,Abnormal lab values,General and Minor,silver,
Head injury,407,Head injury,Neurologic,silver,
RLQ pain,251,Abdominal pain,Gastrointestinal,silver,
Preterm Labor,458,"Pregnancy issues, >20 weeks",OB/GYN,rule,PREGNANCY_LATE
Acute ABD,251,Abdominal pain,Gastrointestinal,silver,
<NRP>,999,Unknown,General and Minor,silver,
<LOCATION>,999,Unknown,General and Minor,silver,
vomiting dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
<DATE_TIME> preg,458,"Pregnancy issues, >20 weeks",OB/GYN,silver,
head trauma,407,Head injury,Neurologic,silver,
