text,cedis_code,cedis_complaint,domain,source,rule_applied
pt was seen in er <DATE_TIME> having had a miscarriage. pt was discharged. states she is bleeding about the same as she was and has not changed her pad nor taken her meds. went to snack bar and had syncopy episode and hit her head.,455,Vaginal bleed,OB/GYN,silver,
"Other post partum problems, post partum 6",865,Post-operative complications,General and Minor,silver,
<DATE_TIME> female came in for recheck on miscarriage a,457,"Pregnancy issues, <20 weeks",OB/GYN,silver,
Left upper quad pain (thightness) x <DATE_TIME> since stopped drinking alcohol with nausea and vomiting. Constipation since <DATE_TIME> and small amount of urine in the evenings,251,Abdominal pain,Gastrointestinal,silver,
"Patient BIB Gaurdian from <LOCATION> for concerns of Chloycytitis and UTI. Has already recieved Flagyl, <PERSON>, and LR prior to arrirral. Alert and oriented x4 with even respirations.",307,UTI complaints,Genitourinary,silver,
": (Ref) ""F/U alcoholic hepatitis"" Hospitalized <DATE_TIME>- <DATE_TIME> An, <PERSON>, ANP",866,Minor complaints NOS,General and Minor,silver,
"Pt reports seeing PCP and told to come to ER for WBC count. Pt with obvious abd ascities. Pt reports <PERSON> pain, no other symptoms. Recent <PERSON> surgery.",263,Abdominal mass/distention,Gastrointestinal,silver,
pt c/o ejected off snowmachine at approximately 30 mph at 1 hr before arrival; c/o L hip pain,557,Lower extremity injury,Orthopedic,silver,
Pelvic/sacral fx Trauma 2 from <PERSON> See trauma flowsheet,802,Major trauma—blunt,Trauma,silver,
S/P Level II Trauma Activation s/p snow machine crash,865,Post-operative complications,General and Minor,rule,POST_OP
"Follow up left side pelvis fx, spine, rib fx.",865,Post-operative complications,General and Minor,silver,
FV xrays,859,Imaging tests,General and Minor,silver,
top right abdomen,251,Abdominal pain,Gastrointestinal,silver,
PT PRESENTS TO <PERSON> WITH RUQ ABD PAIN WITH NAUSEA AND DIARRHEA FOR <DATE_TIME>,257,Nausea and/or vomiting,Gastrointestinal,silver,
"PT PRESENTS TO <PERSON> FOR RECHECK OF RUQ ABD PAIN, NO NAUSEA OR DIARRHEA <DATE_TIME>",251,Abdominal pain,Gastrointestinal,silver,
pt brought in by medevac. hypotensive in village. pain <DATE_TIME>. no fevers.,999,Unknown,General and Minor,silver,
left ankle pain,555,Lower extremity pain,Orthopedic,silver,
Patient BIB Gaurdian from <LOCATION>/<LOCATION> after having a fall from his bed (approx2 feet) onto the floor and having a L Ankle Fx. Patient is non verbal with developmenal delay.,557,Lower extremity injury,Orthopedic,silver,
F/U ORIF L Ankle,865,Post-operative complications,General and Minor,silver,
: Follow up LLE,866,Minor complaints NOS,General and Minor,silver,
f/u LLE cast check,858,Cast check,General and Minor,silver,
fell out / off plane; bering-air after returning from <LOCATION> / having been released from rehab for right hip surgery. pain in limited to right hip.,555,Lower extremity pain,Orthopedic,silver,
Possible left hip fracture- pain after fall at home,557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
"BIB guardian from <LOCATION>. ground level fall <DATE_TIME> of ther 13, left hip, extern rotation and shortening. 50 mg fent given in last 15 min",555,Lower extremity pain,Orthopedic,silver,
F/u L Hip <DATE_OF_SERVICE> w/ Dr Moore,866,Minor complaints NOS,General and Minor,silver,
See trauma flow,802,Major trauma—blunt,Trauma,silver,
"snow machine accident rolled over injuring the left lower leg, abrasion to right elbow. No LOC",557,Lower extremity injury,Orthopedic,silver,
<PERSON> ck. <DATE_OF_SERVICE>,866,Minor complaints NOS,General and Minor,silver,
NP Referred by Dr.<PERSON> for patient needs 3rd dose of iron sucrose infusion. please check labs and order 3rd dose,863,Abnormal lab values,General and Minor,silver,
ED Iron Defiency FV,864,Pallor/anemia,General and Minor,silver,
Med adjustment,861,Prescription/medication request,General and Minor,silver,
"pt here by ems intoxicated with c/o fall , has a small 1.5cm lac to back of head, no loc reported, fall witnessed by friends, c/o low lumbar pain also, removed from backboard by md, pt stated he could not get up on scene",751,Substance misuse/intoxication,Substance Misuse,silver,
"trauma 1 activation. hx fall, fracture to L1, scalp laceration. see trauma flowsheet for full triage and assessment.",802,Major trauma—blunt,Trauma,silver,
Severe Head injury,407,Head injury,Neurologic,silver,
45 yo male CC: pt fell off boat on rocks down beach,802,Major trauma—blunt,Trauma,silver,
pt brought in by ems. multiple lacs to forehead and scalp.,802,Major trauma—blunt,Trauma,silver,
"stictched reopened, wound on forehead",710,Wound check,Skin,silver,
fv wound forehead,710,Wound check,Skin,silver,
follow up of stitches on head/medivac'd <DATE_TIME> ref by <PERSON>,710,Wound check,Skin,silver,
f/u bilat ankle pain,555,Lower extremity pain,Orthopedic,silver,
<DATE_TIME> male with seizures,405,Seizure,Neurologic,silver,
seizure form a known seizure patient,405,Seizure,Neurologic,silver,
seizures <DATE_TIME> x 2. arrived to clinic and received 2 mg ativan. aox3,405,Seizure,Neurologic,silver,
FV,866,Minor complaints NOS,General and Minor,silver,
FV prolo,866,Minor complaints NOS,General and Minor,silver,
"home visit, unknown patient is fine",999,Unknown,General and Minor,silver,
red eye,506,"Red eye, discharge",Ophthalmology,silver,
"Pt here for medical care from <LOCATION>,. He and wife were trying to fly home and they were arrested before boarding the flight. He has frequent seizures and all his medications are in <LOCATION>. <PERSON> has profound memory loss. Seems confused, blank stare.",402,Confusion,Neurologic,silver,
"Went shopping, became confused, started having body cramps and fighting with wife, became much more confused then normal. Pt was sitting in front of the car and became unresponsive and didn't take abreath for approx 30 secs.",401,Altered level of consciousness,Neurologic,silver,
"Lumbar Radiculopathy with bilateral; Lower extremity weakness, pain, numbness, tingling and cramping",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"Pt c/o chronic bilateral ankle pain, ""I was supposed to have shot, but we got stormy wheere I live"", usually gets steroid injections <DATE_TIME>. Pt alert, ambulatory, wearing mask.",555,Lower extremity pain,Orthopedic,silver,
Left rib pain,555,Lower extremity pain,Orthopedic,silver,
"Trauma transfer from <LOCATION>; pt fell x approx. <DATE_TIME>, presented with <LOCATION> <PERSON>, pt found to have hemopneumo on R side & bilateral rib fx",802,Major trauma—blunt,Trauma,silver,
"arrived by Medevac, elevated HR with Afib RVR reported, Given Diltiazem IVP x 2 by Guardian with improvement in Rate noted",5,Palpitations/irregular heart beat,Cardiovascular,rule,AFIB_RVR
"Authorized in from <LOCATION> with Guardian. Usually not a heavy drinker, but heavy alcohol <DATE_TIME>, became unresponsive with seizure like activity and incontinent. FSBS 120. 1 liter ns and zofran 4mg given",405,Seizure,Neurologic,silver,
Other medical emergency and care of patient while waiting for medevac,999,Unknown,General and Minor,silver,
Cops called on call health for unconscious <DATE_TIME> male on the floor at his father in laws,401,Altered level of consciousness,Neurologic,silver,
recheck alcohol coma from ER PATIENT ALSO SAID HE HAS 3 HOLES IN HIS LUNGS AND WOULD LIKE TO KNOW WHAT KIND OF FOLLOW UP NEEDED TO BE DONE.,751,Substance misuse/intoxication,Substance Misuse,silver,
"recheck after medivac to for alcohol coma, pt says not doing good.back of head sure always hurt, Right eye see double vision, nose burning, sleeping real lots, always hear whistles in head, only way to pee is to put cold objects on both groin",751,Substance misuse/intoxication,Substance Misuse,silver,
village vitals for provider,999,Unknown,General and Minor,silver,
Chronic care,999,Unknown,General and Minor,silver,
Chronic care,866,Minor complaints NOS,General and Minor,silver,
"syncopal episode, HTN",8,Syncope/pre-syncope,Cardiovascular,silver,
increased work of breathing. decreased O2 sats sats in the mid to lower 80s,651,Shortness of breath,Respiratory,silver,
fup for ICU admit for septic shock,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
hospital d/c - pneumonia,865,Post-operative complications,General and Minor,silver,
follow up,866,Minor complaints NOS,General and Minor,silver,
Here for wound check and suture removal,710,Wound check,Skin,silver,
"Pt climbing on roller chair while changing light bulb, chair slipped out and he landed on his right foot. Area bleeding around the ankle area.",557,Lower extremity injury,Orthopedic,silver,
"BIB EMS with a complain of a fall. Pt reports stepping on his wheelchair attempting to turn off his smoke detector, tripped and fell down, denies LOC. He reports seeing blood that prompted him to call 911. Pt A & O x 4, calm and cooperative, NAD.",802,Major trauma—blunt,Trauma,silver,
f/u RLE,866,Minor complaints NOS,General and Minor,silver,
"slurred speech <DATE_TIME>, dizziness",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
"Abnormal labs, called by Lab for WBC 42.9 and Jaundice.also c/o lower abdominal pain, Pt states ""I feel a bit dizzy"" Denies LOC/LOC changes. Denies NVD.",863,Abnormal lab values,General and Minor,silver,
Pt with dx of acute renal failure. Pt transfer from <LOCATION> to internal medicine. Pt is jaundiced. Pt states pain is under control.,999,Unknown,General and Minor,rule,ACUTE_RENAL_FAILURE_UNKNOWN
check up with liver,866,Minor complaints NOS,General and Minor,silver,
"FV ETOH hepatitis, Discharge <DATE_TIME>, <PERSON>, <PERSON> D, DO",261,Jaundice,Gastrointestinal,silver,
f/u liver problems,261,Jaundice,Gastrointestinal,silver,
"withdrawal, lasst drink on <DATE_TIME>",753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
FV discharge,453,Vaginal discharge,OB/GYN,silver,
FV from <DATE_TIME>,866,Minor complaints NOS,General and Minor,silver,
Chronic Care,866,Minor complaints NOS,General and Minor,silver,
increased abdominal girth x <DATE_TIME>,263,Abdominal mass/distention,Gastrointestinal,silver,
"bib guardian flight from <LOCATION> for liver failure. IM to see. pt went to hosp with gen weakness, ascites. tapped for 7.25 L peritoneal fluid. 1 gm rocephin, 50 mg albumin given. wbc 26.7. pt reports back pain and gen aches and pains. in no distress.",7,General weakness,Cardiovascular,silver,
"Per EMS: Pt complains of SOB and CP x <DATE_TIME>. <PERSON> from patient housing; ascites s/p liver and kidney failure with recent drainage. Had not been taking meds. EKG shows ST at 150, BP <PHONE_NUMBER>, O2 sat 97% on room air, BG 140. 20 g IV Right AC",865,Post-operative complications,General and Minor,rule,POST_OP
Family member called on call to check on patient,359,Concern for patient's welfare,Mental Health,silver,
"pt BIBA via guardian flright for evaluation of AMS, possible PNA",401,Altered level of consciousness,Neurologic,silver,
"Pt arrived via EMS/Guardian staff, Unresponsive",401,Altered level of consciousness,Neurologic,silver,
"c/o nosebleed x <DATE_TIME>, facial trauma <DATE_TIME> reportedly",151,Epistaxis,ENT - Nose,silver,
"Ref: End Stage alcoholic liver disease with hepatorenal syndrome; she needs to transition to Hospice, she remains a full code per her request. Referred by: <PERSON>, <PERSON>, FNP",855,Direct referral for consultation,General and Minor,silver,
"bilateral pleural effusions, alcohol induced liver cirrhosis",866,Minor complaints NOS,General and Minor,silver,
"FV with <PERSON>, seen by <PERSON> on<PHONE_NUMBER>/<DATE_TIME>",866,Minor complaints NOS,General and Minor,silver,
alcohol induced liver cirrhosis,866,Minor complaints NOS,General and Minor,silver,
FV diuretics,866,Minor complaints NOS,General and Minor,silver,
f/u after post procedural visit,865,Post-operative complications,General and Minor,silver,
"nausea, vomiting, dehydration",7,General weakness,Cardiovascular,rule,DEHYDRATION
FV Hospital discharge,866,Minor complaints NOS,General and Minor,silver,
left testicluar pain,305,Scrotal pain and/or swelling,Genitourinary,silver,
"Pt arrived via Medevac from <LOCATION> for testicular pain, abdominal pain and nausea x <DATE_TIME>",257,Nausea and/or vomiting,Gastrointestinal,silver,
brought in by kpd. intoxication sitting outside,751,Substance misuse/intoxication,Substance Misuse,silver,
"Altered mental status, possible OD",752,Overdose ingestion,Substance Misuse,rule,OVERDOSE
BIBA from the community resource s/p a syncopal episode. BP PTA <PHONE_NUMBER> and BG 124. Was discharged from <DATE_TIME> with PNA,865,Post-operative complications,General and Minor,rule,POST_OP
"Ref: Hospital followup for <PERSON> with ARDS requiring intubation and ICU stay, evaluate prior to returning home to <LOCATION>. Referred by: <PERSON>, <PERSON>, <LOCATION>",855,Direct referral for consultation,General and Minor,silver,
Probable Fx right leg above knee. Deformation with skin tenting per EMS. CMS intact distal to injury. <PERSON> endorses ETOH.,557,Lower extremity injury,Orthopedic,silver,
"BIB via flight for right femur fx after suspected ground level fall, pt is unsure. noted swelling to thigh, with possible skin break to anterior thigh, +3 right pedal pulse, sensation intact to right foot. Pt is alert and calm.",557,Lower extremity injury,Orthopedic,rule,FEMUR_FRACTURE
suture/staple removal.,857,Removal staples/sutures,General and Minor,silver,
Possible stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Patient feeling like she is having heart attack symptoms. was walking to mothers house and then suddenly couldnt walk on right side of boody anymore. feels very anxious and scared. ;leg got really stiff. then whole right side of body felt stiff.,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
Transient pain R side of body,409,Extremity weakness/symptoms of CVA,Neurologic,silver,
For <DATE_TIME> now has become increasingly SOB and lower extermity edema. Hx CHF. Pitting edema to lower extermity. fatigue and weakness. From <LOCATION> <DATE_TIME>,999,Unknown,General and Minor,rule,CHF_UNKNOWN
chest and abd pain for <DATE_TIME>. no normal bm in <DATE_TIME>,251,Abdominal pain,Gastrointestinal,silver,
"chest pain, abd pain, right foot pain",3,Chest pain—cardiac features,Cardiovascular,silver,
"pt bib gaurdian cc abd pain midline umbilicus <DATE_TIME> concern for acute necrotizing pancreatitis. denies n/v , hx of stroke, seziures takes keppra compliant with meds. gcs 15 nad",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
NP Referred by Dr.<PERSON> for Ref: Hospital discharge follow visit pancreatitis,866,Minor complaints NOS,General and Minor,silver,
displaced IUD,860,Medical device problem,General and Minor,silver,
respritory 13 pneumonia after <PERSON>,154,URTI complaints,ENT - Nose,silver,
"SOB, DOE",651,Shortness of breath,Respiratory,silver,
atv accident. complaint of lower back pain. <DATE_TIME>.,552,Traumatic back/spine injury,Orthopedic,silver,
Back Injury,552,Traumatic back/spine injury,Orthopedic,silver,
41 y/o male was in an ATV accident. hit a big bump and crashed. pt was flown off the <LOCATION>. pt states he was probably going about 15 mph. did not lose consciousness. pt was brought in by ambulance,802,Major trauma—blunt,Trauma,silver,
"42 yo male here for STI screening, said he is having trouble urinating, some discharge, bad odor",303,Genital discharge/lesion,Genitourinary,silver,
"alert, oriented, pleasant, comfortable",866,Minor complaints NOS,General and Minor,silver,
1 Discharge from Penis or Burning with Urination: Possible Gonorrhea or Chlamydia 2 High Blood Pressure,303,Genital discharge/lesion,Genitourinary,silver,
Recheck High Blood Pressure,6,Hypertension,Cardiovascular,silver,
42 yo male here for recheck of high BP,6,Hypertension,Cardiovascular,silver,
"weak, has been drinking for <DATE_TIME> and trying to slowly quit",753,Substance withdrawal,Substance Misuse,silver,
alcohol withdrawal severe anemia,753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Recheck Sevre Anemia,864,Pallor/anemia,General and Minor,silver,
Recheck: Severe Anemia: worsening,864,Pallor/anemia,General and Minor,silver,
"auth from <LOCATION>, weakness, anemia. Hct 4.0 in clinic",864,Pallor/anemia,General and Minor,silver,
"From <LOCATION> for further treatment of upper GI bleed accepted by Dr. <PERSON>. Received 2 units PRBC pta. Denies vomiting <DATE_TIME>. C/o epigastric pain ""It feels like im bloated. """,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
<DATE_TIME> female recheck stomach pain,251,Abdominal pain,Gastrointestinal,silver,
other cause of abdominal pain: digestive 4,251,Abdominal pain,Gastrointestinal,silver,
"pt authorized in for epigastric pain after recent gi bleed and transfusion for same, states tarry ,black stools, gi cocktail in village without relief, r/o recurrent gi bleed",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Authorized in from <LOCATION> <DATE_TIME> related to abdominal pain that has been going on since <DATE_TIME> seen in <LOCATION> <DATE_TIME> here for a follow up,251,Abdominal pain,Gastrointestinal,silver,
59 yo female vomiting blood for <DATE_TIME>,259,Vomiting blood,Gastrointestinal,silver,
"mild dehydration, hungover and possible GI bleed",7,General weakness,Cardiovascular,rule,DEHYDRATION
"Authorized in from <LOCATION> with Guardian, has been drinking heavy for <DATE_TIME>. Last drink R&R <DATE_TIME> (a jug) after vomiting blood and dark stool with upper abdominal pain. hx of same with admission and blood transfusions. was given 80mg protonix and 4",259,Vomiting blood,Gastrointestinal,silver,
"Pt arrives via Gaurdian for further evaluaton of abd pain and ""black, tarry stools"" x <DATE_TIME>. h/o ETOH use, last drink <DATE_TIME> am per pt. Ambulatory with steady gait.",260,Blood in stool/melena,Gastrointestinal,silver,
returned to be checked out before leaving,866,Minor complaints NOS,General and Minor,silver,
other digestive system problem: digestive 17,866,Minor complaints NOS,General and Minor,silver,
<DATE_TIME> female recheck gasteronitis,866,Minor complaints NOS,General and Minor,silver,
recheck,866,Minor complaints NOS,General and Minor,silver,
epigastric pain when belches x <DATE_TIME>,251,Abdominal pain,Gastrointestinal,silver,
<PERSON> pain follow up,866,Minor complaints NOS,General and Minor,silver,
chest pain with sob x <DATE_TIME>. EKG changes,3,Chest pain—cardiac features,Cardiovascular,silver,
"Tachycardia 120. Chest Pain / L upper Quad pain x <DATE_TIME> with intermit. cramping. <DATE_TIME> decreased appetite and bronchitis. Was given 2 mg Ativan, 324 mg ASA, 650 mg Tylenol, and 4 mg zofran prior to flying to <PERSON>.",3,Chest pain—cardiac features,Cardiovascular,silver,
6wk f/u R elbow fx & L 4th prox phalanx fx,857,Removal staples/sutures,General and Minor,silver,
"CC of injured finger. Pt fell on ice and landed on hand. Left 4th finger is significantly swollen. pt does endorses hitting head, small scratch, no swelling, no LOC nohead pain. A&OX4, breathing r/u, amb to triage.",557,Lower extremity injury,Orthopedic,silver,
"CC of injured finger. Pt fell on ice and landed on hand. Left 4th finger is significantly swollen. pt does endorses hitting head, small scratch, no swelling, no LOC nohead pain. A&OX4, breathing r/u, amb to triage.",556,Upper extremity injury,Orthopedic,silver,
"Right hand prasthesia in right hand on area of previous injury. pt has full sensation, able to move digits, CMS intact. cap refill <2. slight bruising of the area. No obvious deformaties and appears to be healing well. NAD, A&OX2. Fingers warm.",410,Sensory loss/paresthesia,Neurologic,silver,
Eval R Ankle,557,Lower extremity injury,Orthopedic,silver,
Stroke-like symptoms,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"~1630 L face and eye pressure sensaation. Had ischemic stroke Wed given TPA, med eval to anc Thurs. Aspirin, BP and cholesterol meds taken <DATE_TIME>. Neg for arm drop, squint to L eye, clear speech.",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
ROM ck,866,Minor complaints NOS,General and Minor,silver,
<DATE_TIME> mammogram,859,Imaging tests,General and Minor,silver,
"Ref: Reevaluation for stroke like symptoms and hypertension, started on lisinopril in ED Referring Provider: <PERSON>, <PERSON>, <LOCATION>",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"chest pain started <DATE_TIME> and slowly got worse, real bad <DATE_TIME>, mostly worse <DATE_TIME> time, small pain during <DATE_TIME> and worse at <DATE_TIME>, started after using mask <DATE_TIME> to travel from <LOCATION> to <LOCATION>",3,Chest pain—cardiac features,Cardiovascular,silver,
other cause of chest pain,4,Chest pain—non-cardiac features,Cardiovascular,silver,
pt states chest pain for <DATE_TIME>. worse <DATE_TIME>. 3 nitro at clinic,3,Chest pain—cardiac features,Cardiovascular,silver,
F/U hospital discharge <DATE_TIME> from PAMC for NSTEMI.,3,Chest pain—cardiac features,Cardiovascular,rule,STEMI_NSTEMI
"Female <DATE_TIME>, bad cold. patient travelled home on <DATE_TIME>, she said her mother got sick (at the other village) too but not as bad.",154,URTI complaints,ENT - Nose,silver,
flu,154,URTI complaints,ENT - Nose,silver,
"Authorized in from <LOCATION>, Direct contact with positive patient <DATE_TIME>, for <DATE_TIME> fever, cough, chills, sob with some chest tightnes",852,Fever,General and Minor,silver,
"transfer form <PERSON> covid + tachipnea, unabl eot maintain O2 sats. 15 L O2 on arrival",651,Shortness of breath,Respiratory,rule,COVID_RESPIRATORY
vtc appointment,866,Minor complaints NOS,General and Minor,silver,
"chest is hurting, like a rock is on top of chest",3,Chest pain—cardiac features,Cardiovascular,silver,
"BIB EMS from <LOCATION> for chest discomfort. Had elevated troponin. Sent to <LOCATION> for further workup. Cardiac stents placed <DATE_TIME>. Arrives, with no chest pain.",3,Chest pain—cardiac features,Cardiovascular,silver,
"Sick, coughing",154,URTI complaints,ENT - Nose,silver,
SOB started <DATE_TIME>. Arrived via guardian; see flow sheet O2 room air 978%,651,Shortness of breath,Respiratory,silver,
"NP, found to have <LOCATION> hemianopsia on ophthalmolgy testing with MRI showing CVA",409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
Stroke symptoms,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
est care,866,Minor complaints NOS,General and Minor,silver,
"fatigue, hit left sheek on door",866,Minor complaints NOS,General and Minor,silver,
"fatigue, hit left cheek on door",866,Minor complaints NOS,General and Minor,silver,
"BIB lifemed from <PERSON> for lethargy for <DATE_TIME>, black tarry stools <DATE_TIME>, mild CP <DATE_TIME>. CT in <LOCATION> showed RLL PE. pt a/o x4. no pain currently. non compliant with meds for <DATE_TIME>.",260,Blood in stool/melena,Gastrointestinal,silver,
"generalized pain, not taking pain meds at home",866,Minor complaints NOS,General and Minor,silver,
Vag bleed with interuterine mass.near syncopal episode PTA,455,Vaginal bleed,OB/GYN,silver,
Pt arrives and immediately brougth back to <PERSON> for large amount of constant vaginal bleeding. Started within <DATE_TIME> of coming to <PERSON>.,455,Vaginal bleed,OB/GYN,silver,
Post D&C Follow Up,866,Minor complaints NOS,General and Minor,silver,
Stuffy nose - headache and refill loratidine,154,URTI complaints,ENT - Nose,silver,
c/o congested sinuses and mild abdominal pain post d&c at,866,Minor complaints NOS,General and Minor,silver,
phone call visit post op f/u,865,Post-operative complications,General and Minor,rule,POST_OP
"F/U ultrasound, labs",866,Minor complaints NOS,General and Minor,silver,
Ceftriaxone 500mg IM injection,866,Minor complaints NOS,General and Minor,silver,
PHONE CALL: follow up,866,Minor complaints NOS,General and Minor,silver,
Requesting lotion for back pain.,551,Back pain,Orthopedic,silver,
pt brought from OPD for bradycardia,401,Altered level of consciousness,Neurologic,silver,
c/o dizziness PTA. denies cp sob or dizziness at this time,403,Vertigo,Neurologic,silver,
"Pt presents to ER w/ c/o nausea/ dizziness and headache starting <DATE_TIME>. Pt w/ pacemaker placed <DATE_TIME>. Pt denies syncope or chest pain. Scheduled to return to <LOCATION> <DATE_TIME>, but stayed do to feeling unwell",257,Nausea and/or vomiting,Gastrointestinal,silver,
"PT had pace maker put in <LOCATION>. <PERSON> pain, HA, nausea. These symptoms have resolved per pt but he was told to return for repeat lab draw before flying home.",866,Minor complaints NOS,General and Minor,silver,
f/u s/p pacer <DATE_TIME>,865,Post-operative complications,General and Minor,rule,POST_OP
"Has been under incresed stress <DATE_TIME>, hx of anxiety, c/o palpitations, SOB",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
follow-up <LOCATION> discharge for PCI,855,Direct referral for consultation,General and Minor,silver,
"Pt here for feeling of lightheadedness and anxiety. Pt reports she was medivac'd in on <DATE_TIME>. Pt normally takes Lexapro but forgot all medications prior to being medivac'd. Pt requesting refills of Lexapro and <PERSON>. Pt calm cooperative, sitting NAD",352,Anxiety/situational crisis,Mental Health,rule,ANXIETY
woke up with numb on right side of his body head to toe,410,Sensory loss/paresthesia,Neurologic,silver,
? stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"Medivac in with guardian from <LOCATION>, awoke up at <DATE_TIME> ou able to walk to the restroom. right sided facial droop, numbness to right arm and leg with a headache. Still weakness on right side with loss of sensation. BSBS",409,Extremity weakness/symptoms of CVA,Neurologic,silver,
follow up stroke,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
follow up stroke right side of body,409,Extremity weakness/symptoms of CVA,Neurologic,rule,CVA_STROKE
"hx of chronic low back pain after back injury <DATE_TIME>, s/p spinal fusion <DATE_TIME>.",865,Post-operative complications,General and Minor,rule,POST_OP
"<DATE_TIME> m female here for abdominal pain started at <DATE_TIME> , achy and sharp pain with movment, feel bloated, no vomiting,no diarrhea, no illness, no fever. last bowel movment <DATE_TIME>, soft brown stool, little bit, <DATE_TIME> stool normal, brown",251,Abdominal pain,Gastrointestinal,silver,
"nv <DATE_TIME>, <PERSON> pain all over <DATE_TIME> then decreased and now just right <PERSON> pain.",257,Nausea and/or vomiting,Gastrointestinal,silver,
<DATE_TIME> female C/O follow up abdominal pan now worse,251,Abdominal pain,Gastrointestinal,silver,
Abdominal Pain,251,Abdominal pain,Gastrointestinal,silver,
fell <DATE_TIME> onto back. complains of left chest pain onmovement and shortness of breath.,804,Isolated chest trauma—blunt,Trauma,silver,
was coming up with snogo from <LOCATION> and flipped his snogo on ice and hurt his shoulder,556,Upper extremity injury,Orthopedic,silver,
"right shoulder injury, muscle strain",556,Upper extremity injury,Orthopedic,silver,
"Authorized in from <LOCATION>, snow machine accident on <DATE_TIME>, c/o right shoulder, arm, and chest pain and bruising",556,Upper extremity injury,Orthopedic,silver,
R shoulder,554,Upper extremity pain,Orthopedic,silver,
"Ref. <PERSON>, right shoulder replacement",855,Direct referral for consultation,General and Minor,silver,
F/U R Proximal humerus fx,855,Direct referral for consultation,General and Minor,silver,
<DATE_TIME> f/u R. Shoulder ORIF <DATE_OF_SERVICE>,855,Direct referral for consultation,General and Minor,silver,
<DATE_TIME> female with vomited blood,259,Vomiting blood,Gastrointestinal,silver,
digestive system bleeding,260,Blood in stool/melena,Gastrointestinal,silver,
"Authorized in from <LOCATION> with guardian, <DATE_TIME> around <DATE_TIME> developed dark colored vomit with dark bllod in stool. Around 350 lm per guardian. was given zofran and protonix, 4 liters ns",260,Blood in stool/melena,Gastrointestinal,silver,
"F/u hospital d/c, med change, ekg",855,Direct referral for consultation,General and Minor,silver,
digestive system bleeding severe dehydration,7,General weakness,Cardiovascular,rule,DEHYDRATION
Vomiting blood and black stool <DATE_TIME>,259,Vomiting blood,Gastrointestinal,silver,
<DATE_TIME> female c/o vomiting blood for <DATE_TIME>,259,Vomiting blood,Gastrointestinal,silver,
"Severe Dehydration, Digestive System Bleeding",7,General weakness,Cardiovascular,rule,DEHYDRATION
vomiting blood and black stools,259,Vomiting blood,Gastrointestinal,silver,
pt bibm for esophageal varices from <LOCATION>. Pt has hx of varices <DATE_TIME> prior with bands placed. pt states 1 pint of hematemesis at <DATE_TIME>. per EMS no emesis since. pt is AAOx4. Pt states <DATE_TIME> was <DATE_TIME>. <PERSON> received 1U PRBC en route.,259,Vomiting blood,Gastrointestinal,silver,
"<DATE_TIME> female follow up after medivac to <LOCATION>. Was medivaced on <DATE_TIME>, had a surgical procedure done in acchorage.",855,Direct referral for consultation,General and Minor,silver,
"Follow up visit after hospital visit, Upper GI bleed",260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
<DATE_TIME> female got punched in the arm <DATE_TIME> by husband,557,Lower extremity injury,Orthopedic,silver,
"Musculoskeletal pain, possible closed fracture",551,Back pain,Orthopedic,silver,
"Authorized in from <LOCATION>, etoh for <DATE_TIME> got into an altercation and injured left forearm. hx of fracture with hardware in place",557,Lower extremity injury,Orthopedic,silver,
"pt requets a covid test for travel, denies any other medical emergency",851,Exposure to communicable disease,General and Minor,rule,COVID_EXPOSURE
GI Bleed / vomiting blood,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
VTC FV PVC,999,Unknown,General and Minor,silver,
VTC Cardiology,999,Unknown,General and Minor,silver,
"Fatigue, R Flank pain, tachycardia, ETOH withdrawal",753,Substance withdrawal,Substance Misuse,rule,SUBSTANCE_WITHDRAWAL
Flown in from <LOCATION> for GI bleed. Flight team reports black stools. HX of ETOH abuse. Arrives alert & oriented. NAD.,260,Blood in stool/melena,Gastrointestinal,rule,GI_BLEED
Follow up medical check inpatient 4E,855,Direct referral for consultation,General and Minor,silver,
"FV PBC, D/C Pt 4-E Admitted <DATE_TIME>- last seen <DATE_TIME>",855,Direct referral for consultation,General and Minor,silver,
